472189928340606976	I just love working for 6.5 hours without a break or anything. Especially when I'm on my period and have awful cramps. #NOT
472440774785650688	The happy song does not invoke good feelings. It's actually quite extremely annoying. 
473085653454827520	Having to run to the train first thing in the morning is a great way to start the day 
463445012374499328	@OmniJerBear haha should have had  at the end
463501257110724610	Really excited for these last few days of school and everything that is going to be due! 
472247134780018688	The American National Spelling Bee, where winners are always Indians.  #BrownSwag
472906496129634305	@YouknowRilynn  a creep-You never reply. Sounds like a productive day!- have a Great Fun Day Sunday!-no guilt trip-I chirp about it al!
472451601933025280	I love how my mom says she can count on Rion more than me.  #jealous
472791897107623936	My sister won't tell me where she hid my food. She's fueling my anorexia. #bestsisteraward  
472144639232065537	Just noted that there's a big 'C' above @piersmorgan on #BBCQT 
472527817000112128	Hmm... #imaginethat Its a truck race w #kybu n the field&he wins it. #surprisesurprise ! Hes singlehandedly makin me less&less a fan.
472247225981358080	Question, why must people SUCK at doing the tasks they are assigned? Do they assume I enjoy going back and correcting everything?  
464420349397188608	Literally, I'm about to offer up my first born child just to the stress gods. #breakingdown #gradschool #finals #happybirthday 
472842402281975808	It was so nice of my dad to come to my graduation party. 
476476408269897728	“@JMeilanixo: Yes we did! We just got picked up for 2 more seasons of #PrettyLittleLiars! Season 6 and 7, here we come!” Literally how
472499454096850944	@zznate here's the irony. I ripped out my lawn a while back and put in rocks. That's how much I care. 
472831098721148929	@Gooner_Oozy Mint, orange & ginger and a whole lot of other detoxifying nutrients. Went down a treat  lol
463064062134583296	American office is holding us back from a mad night out in walsham.. Wooo! @AndrewJBreeds  #walsham #kack #Americanoffice #awesome
472456249364467712	Oh the  a #tree fell on a #leaf .... instagram.com/p/ooeF2Phj-Y/
472508069906096128	You're like oxygen , cuz I can't live without you 
472430068892200961	my sister is the biggest snitch I've ever met #youre  #my #mother
472053581626212353	Waking up extremely angry is my favourite way to start the day 
472114813670158336	#tbt grumpy poster on set disapproving of our movie making shenanigans  #onset… instagram.com/p/omC0vVlCwk/
472574487607525376	s/o to the table of 10 that came in at 9:50 
463123346540863489	//Always nice to come back onto clash of clans to see this...  pic.twitter.com/uFddfdyQPG
472312347349221376	Why is it, that keeping something 'safe' is so dangerous!? I can never find anything again. 
472530654454759424	Ticket leaders in order @gordonkeith @NotJackKemp @MikeSirois @SportsSturm @badkaratemovie @corbydavidson cause my opinion matters 
472501151703650304	Oh how I just love not talking to my boyfriend for 2 days....  
472538444322045952	@oreillyfactor Bill says he's an independent and not a republican but tonight he said he's not conservative? What does leave? Moderate? 
464256161898713088	I love when I'm ready to go to sleep but can't because I can clearly hear my neighbors music from inside my house! #NOT
472052847715307520	@MarissaSomero yet you're doing the same thing in every picture.  #jk I'm picking on you, you love me 
472461287558238208	Niggas b lyk "we too young to be having a baby"... bi@ches b lyk "but you're man enough to get me pregnant...
472464171259662336	this is what we are pinning our World Cup hope on, it must be filling every English fan with real hope.  #pisspoor #wontgetoutthegroups
463202001635913728	It's totally fine to blare music in the house when I have school in the morning...  
463024234101751809	@leerandyjr @tngstreet @BearlyDoug @MarkRogersTV @hwsport @ESPN_Future wait....where is Bama?? 
472131171447738368	thank you so much for your help guys, you're all so kind 
465399525960466432	Human beings are emotional creatures, so to speak.--- 「人間はいわば感情に左右される生き物である」
476427687150772224	@gangstasillas I'm so excited right now and I literally can't wait ugh I'm still waiting for my la décima shirt but whatevs
472103582536593410	@bazzerooney85 @JordQUAD shit joke joke day judging by these jokes. 
463429219792347136	Big Brother Canada needs more cymbal sound effects. As a TV watcher, I'm too stupid to tell when a scene is suspenseful on my own. 
474634054802112512	#US #NSA seeks Twitter sarcasm detector - but are completely flummoxed by  bbc.co.uk/news/technolog…
472174069392371712	What an exciting summer this has been and will be 
472871061642833921	@Marcus_Cooper So take it you have stayed off the alcohol this weekend then marcus haha #NOT
472449022414692352	My favourite part of the summer is when guys can roll down their windows and yell at me 
473205318005297152	Sin City got beat out by Amish Country #momentum #marriageequality get it together #Nevada  instagram.com/p/ots-Pjsqk1/
463058742099976192	Thank God he shaved me for that "aero dynamic" advantage!!!  @Caplinger88
472825608058458113	PAT GOOD, the Austrian lead is now cut down to 49-7 with less than 2 minutes remaining. This could still be interesting  #fec14
472083948751691776	“@dkatzmaier: Spotted on the CNET giveaway counter.  twitpic.com/e50140”. HAHAHA!! But nobody's taken it tho??
472852289498394626	Wen u send a text n it says READ but they haven't replied back........ #the #present #time #lol  #that #angry BUT STILL ANOYING
476486163448864768	Literally this little girl waiting next to me at the salon is showing me Despicable Me 2 on her iPad and its adorable
472812196347785216	#WCHS Announcements Party tonight..Whoop Whoop. Two partys in one weekend. #Ifeelcool 
465422141643845632	A racist NBA owner makes about as much sense as a homophobic theater producer.
472270981071781888	@nicshields LOL. i need a filling so bad but i also need to eat. 
472991977089146880	i'm just going to start tagging all the sho posts with  my bias
472113745582620672	@ItsJustMeMia Actually, the Study of the Therapeutic Effects of Intercessory Prayer in 2006 says it can get you dead.  @ThatSandiGirl
472860574427398144	Gotta love getting stung in the back by a bee.. Adds to my awesome day 
473071776541315072	The best part of the Knoxville airport is the tiny planes 
471686411502907392	Good thing glitter is really easy to get off. 
463066733775835136	“@erikaekengren: From 50 to 100 degrees in less than a week #kansas” #cantwait 
472117136086024192	Coool, thanks for the great dinner mom..  hingilike #imactuallyhungry
476452910407380992	@kaiya_n i literally have no idea how but I suppose it's a good thing!! 
463210227266252800	not even jealous of anyone who's off today for the bank holiday  #LuckyPunks
472544731008749568	I love just sitting in a house all by myself..  #someonesaveme
472707559900852225	But I work 8:30-4 today. Thank you for that half an hour reprieve? 
463287565031059456	Signing News. @Braehead_Clan sign brit D-man Zach Sullivan @ZachSully11 for the coming season. Damn these new EIHL rules! 
472383962757619714	@TahirulQadri flanked by Chaudhry biradran from PML-Q lambasts PML-N's "family based"politics. 
472189696593104898	I promise you're real cool if you drink alcohol in high school:))) 
463146171737702400	@technolandy @brynmw Good one.  #bcedchat
463161404120236034	“@AllKnowA: We all know someone we want but can never get” wow... This isn't the story of my life 
472276637418283008	My ex said I was a bad boyfriend because I had trust issues. Her next boyfriend cheated on her now she has trust issues. 
472841041494962176	@daniprowse so why have you only just followed me on twitter. #badfriend #slut #loveyoureally 
472557965145538560	Can't wait to go catch some lobsters tomorrow!  #worksucks
473076234922893312	Well that was just a great way to be woken up... 
3134587228131328	No, i haven't gained weight.. Your eyes just got fat 
472511291228446720	Thanks, Sundial, for arranging to have no hot water on the day of my end-of-year exam. Extremely convenient. 
472735754720788481	@cugs101 @JamesJohnsonCHR what would suggust Australian intervention? Because clearly it has worked in the past 
463029433469644800	I've had a perfectly wonderful evening. This wasn't it. 
463114279151865856	Today was the most productive day ever!  hahah @xDianaaaa
472219259331174400	I thought these were suppose to be soft curlers to sleep on not fucking rocks.... Good night sleep ahead I can already tell 
472113595551977472	Just saw woman drag her child that clearly doesn't know how to walk yet #parenting done right! 
463059587310948352	Good thing it's easy to make a living as an artist in CLE as it is, these art shows are like christmas bonuses for CEO's. #SARCASM
463426813059141633	And now I can say that I have been to New Castle, Indiana. Bucket List shortened. 
476414760297447424	I literally love Stephen A smith haha he's hilarious
463354274890936320	Michelle Obama is having lunch next door to my office. It's had zero affect on traffic or one's ability to cross the street. 
472839255840931840	@EmmSueee way to text me the other day and then never respond. That's pretty cool #NOT
472077957163278336	I can really see the effort you put in to change..... 
465248700269219840	Definitely on the road to recovery now other than some difficulty sleeping. Should be back in the saddle so to speak soon enough.
472210501783404545	Immature: when you follow someone and then unfollow them 5 minutes later. Aren't you cool! #NOT #jokes
465335941884698624	"Opera in English is, in the main, just about as sensible as baseball in Italian. - Henry Louis Mencken"
463465578611892224	@Pacers Hibbert no points. No rebounds. But three fouls. Thanks for showing up big fella. 
475684199304011776	“@MercedesAMGF1: Put your hands together for the pole man! It's pic.twitter.com/oaHNWCFiAp” #Englishthoroughbredtransport 
473115401501835264	@Chuy0131 hahaha oh so that's what it is! I completely believe you!!!  #hishairislongenoughtocurlthough
472452639490605056	Did you hear that massive cheer for Danny Welbeck? 
465057878928527360	Morning! How would you like to hear a proverbial song about crippling anxieties? weareshades.bandcamp.com/track/the-hors…
463477084069703680	My ankle seriously is injured and hurting.. thanks girl from Northside! 
464645935319220226	@Don_Norcross well it's not exactly like we can count on strikeout king plantier... Biggest uppercut in the 20th century
472885659775283200	Somebody take me to the concert too nuh so we could hug up n slow dance lol 
463022269485580288	Can't wait for Benfica next week. #FCPorto 
471722453064888320	Aaron Hernandez killed 2 guys over a spilled drink? Today's show topic: what's the dumbest thing you've ever killed someone for? 
472341190176956416	@Derek91662871 @TateVeley_97 @CaidenCowger you tweeted me over 15 times. Your really making me rethink my ideas with blind arguments 
472886935720308736	Oh how love when people don't respond 
472187680499834880	So I'm out of school and expecting to work more and I now have a week off? Really? #thanksLynn 
472457332379910144	@jamesholland700 oh jeez. That's a cracker #NOT lol is this after I fell in the mud? #SheFellOver #taxi
472085841146572800	He has a secret ladies and gentlemen. Well isn't that a surprise? !
465385185417363456	@OtakuDante @Treyarch no offense to you hon, but does it really matter, Ghost for esports is about as shit as a hooker with morals. #js
472578689855524865	Oh do I love seeing your name on my time line... #NOT
463104534207033345	7 mins into the game and #NYR are 0-2 on the PP. #awesome 
472885094177185792	I found my phone it was in my ourse pocket why am I so dumb really lol
472176121765986304	2 players playing against LeBron get fined for flopping 
